SITE,YEAR,TRANSECT,INTERCEPT,DBcm,SPP,INTcm,LENGTHcm,WIDTHcm,HEIGHTcm,STEMS,FLOWERS,KBBeggs,KBBlarva,NOTES,Area,
CZ4E,2014,261,5,1400,L,30,42,35,46,8,2,,,,4618,
CZ4E,2014,261,6,1585,L,5,8,8,18,1,0,,,,201,
CZ4E,2014,268,1,1195,L,5,82,51,51,35,23,,,,13138,
CZ4E,2014,268,2,4190,L,5,27,20,23,3,0,,,,1696,
CZ4E,2014,275,1,875,L,10,35,17,38,2,1,,,,1869,
CZ4E,2014,275,2,910,L,10,23,12,32,2,1,,,,867,
CZ4E,2014,275,3,995,L,3,29,29,35,3,1,,,,2642,
CZ4E,2014,275,4,1055,L,5,17,8,32,2,0,,,,427,
CZ4E,2014,275,5,1110,L,5,12,12,21,1,0,,,,452,
CZ4E,2014,275,6,1150,L,13,17,17,21,1,0,,,,908,
CZ4E,2014,275,7,1375,L,12,42,39,29,5,0,,,,5146,
CZ4E,2014,275,8,1460,L,10,42,12,36,2,2,,,,1583,
CZ4E,2014,275,9,3345,L,20,50,25,41,6,2,,,,3927,
CZ4E,2014,275,10,3740,L,62,72,53,44,15,4,,,,11988,
CZ4E,2014,275,11,4110,L,2,15,10,17,1,0,,,,471,
CZ4E,2014,275,12,4165,L,45,48,30,42,12,1,,,,4524,
CZ4E,2014,275,13,4240,L,56,70,50,32,14,0,,,,10995,
CZ4E,2014,275,14,4525,L,12,40,23,22,4,0,,,,2890,
CZ4E,2014,282,1,1540,L,4,41,36,48,5,2,,,,4637,
CZ4E,2014,282,2,1965,L,2,15,15,30,1,1,,,,707,
CZ4E,2014,282,3,4520,L,15,39,32,30,8,8,,,,3921,
CZ4E,2014,282,4,4560,L,10,10,10,26,1,1,,,,314,
CZ4E,2014,289,1,740,L,10,34,16,24,3,1,,,,1709,
CZ4E,2014,289,2,830,L,10,12,10,32,1,1,,,,377,
CZ4E,2014,289,3,855,L,5,55,20,35,4,3,,,,3456,
CZ4E,2014,289,4,1780,L,20,37,23,41,5,3,,,,2673,
CZ4E,2014,289,5,1930,L,5,19,15,21,2,0,,,,895,
CZ4E,2014,289,6,2020,L,20,18,17,32,2,0,,,,961,
CZ4E,2014,289,7,2250,L,40,86,80,50,27,16,,,,21614,
CZ4E,2014,289,8,4760,L,20,37,29,37,5,3,,,,3371,
CZ4E,2014,296,1,660,L,25,37,13,34,4,1,,,,1511,
CZ4E,2014,296,2,785,L,10,39,16,22,2,0,,,,1960,
CZ4E,2014,296,3,840,L,10,32,18,37,3,1,,,,1810,
CZ4E,2014,296,4,1155,L,36,59,32,39,8,3,,,,5931,
CZ4E,2014,296,5,1230,L,20,54,30,30,6,1,,,,5089,
CZ4E,2014,296,6,1465,L,27,28,10,20,3,0,,,,880,
CZ4E,2014,296,7,2010,L,35,45,29,37,8,4,,,,4100,
CZ4E,2014,296,8,2070,L,5,53,27,38,7,3,,,,4495,
CZ4E,2014,296,9,2330,L,35,72,62,39,10,8,,,,14024,
CZ4E,2014,303,1,685,L,10,24,22,19,3,0,,,,1659,
CZ4E,2014,303,2,1175,L,13,30,25,33,2,1,,,,2356,
CZ4E,2014,303,3,1195,L,32,43,30,45,3,2,,,,4053,
CZ4E,2014,303,4,1565,L,5,12,12,24,1,0,,,,452,
CZ4E,2014,303,5,2840,L,12,15,10,19,1,0,,,,471,
CZ4E,2014,303,6,3010,L,28,46,37,41,8,9,,,,5347,
CZ4E,2014,303,7,3160,L,15,97,86,41,24,4,,,,26206,
CZ4E,2014,303,8,3340,L,8,36,32,40,5,1,,,,3619,
CZ4E,2014,310,1,1970,L,12,26,15,21,2,1,,,,1225,
CZ4E,2014,310,2,2850,L,30,48,33,44,13,12,,,,4976,
CZ4E,2014,310,3,2900,L,10,28,18,33,5,3,,,,1583,
CZ4E,2014,310,4,3440,L,25,48,44,34,7,3,,,,6635,
CZ4E,2014,317,1,430,L,10,36,21,34,5,1,,,,2375,
CZ4E,2014,317,2,455,L,15,23,23,33,2,0,,,,1662,
CZ4E,2014,317,3,740,L,20,31,22,30,4,4,,,,2143,
CZ4E,2014,317,4,935,L,8,15,15,30,1,0,,,,707,
CZ4E,2014,317,5,1045,L,5,55,22,37,3,3,,,,3801,
CZ4E,2014,317,6,1145,L,63,63,46,30,7,3,,,,9104,
CZ4E,2014,317,7,1240,L,10,10,10,18,1,0,,,,314,
CZ4E,2014,317,8,1260,L,10,38,34,26,5,0,,,,4059,
CZ4E,2014,317,9,1515,L,52,70,39,44,4,3,,,,8576,
CZ4E,2014,317,10,1610,L,5,38,16,43,3,1,,,,1910,
CZ4E,2014,317,11,1650,L,15,63,44,33,12,9,,,,8708,
CZ4E,2014,317,12,1690,L,10,23,15,21,2,0,,,,1084,
CZ4E,2014,317,13,1865,L,18,42,33,36,4,1,,,,4354,
CZ4E,2014,317,14,1935,L,30,89,56,44,10,14,,,,15657,
CZ4E,2014,317,15,2355,L,25,64,28,43,13,3,,,,5630,
CZ4E,2014,317,16,2805,L,5,35,17,23,2,2,,,,1869,
CZ4E,2014,317,17,2830,L,40,56,40,40,10,8,,,,7037,
CZ4E,2014,317,18,3730,L,35,61,61,34,8,4,,,,11690,
CZ4E,2014,317,19,3890,L,15,59,30,48,9,5,,,,5560,
CZ4E,2014,317,20,3965,L,5,10,10,10,1,0,,,,314,
CZ4E,2014,324,1,475,L,15,32,23,37,5,3,,,,2312,
CZ4E,2014,324,2,1280,L,45,45,40,40,7,6,,,,5655,
CZ4E,2014,324,3,1620,L,25,49,28,35,6,5,,,,4310,
CZ4E,2014,324,4,1930,L,45,86,60,45,25,20,,,,16210,
CZ4E,2014,324,5,2070,L,20,23,13,28,2,0,,,,939,
CZ4E,2014,324,6,2350,L,5,20,16,26,2,0,,,,1005,
CZ4E,2014,324,7,3280,L,20,47,41,32,8,2,,,,6054,
CZ4E,2014,324,8,3530,L,7,43,37,25,5,0,,,,4998,
CZ4E,2014,324,9,3665,L,10,40,36,45,4,3,,,,4524,
CZ4E,2014,324,10,4180,L,10,12,12,20,1,0,,,,452,
CZ4E,2014,324,11,4500,L,10,43,34,40,5,2,,,,4593,
CZ4E,2014,331,1,2035,L,15,20,20,21,4,3,,,,1257,
CZ4E,2014,331,2,2120,L,15,53,33,41,4,2,,,,5494,
CZ4E,2014,331,3,2160,L,20,44,24,27,5,0,,,,3317,
CZ4E,2014,331,4,2740,L,10,15,12,29,1,0,,,,565,
CZ4E,2014,331,5,3090,L,25,56,24,31,5,3,,,,4222,
CZ4E,2014,331,6,3160,L,5,10,10,20,2,0,,,,314,
CZ4E,2014,331,7,3415,L,45,58,36,28,6,2,,,,6559,
CZ4E,2014,331,8,3510,L,10,41,17,40,4,2,,,,2190,
CZ4E,2014,331,9,3910,L,15,43,25,27,4,2,,,,3377,
CZ4E,2014,331,10,3940,L,30,65,60,30,13,6,,,,12252,
CZ4E,2014,338,1,720,L,20,45,36,37,5,4,,,,5089,
CZ4E,2014,338,2,840,L,5,15,10,18,2,0,,,,471,
CZ4E,2014,338,3,895,L,5,15,10,23,1,0,,,,471,
CZ4E,2014,338,4,1110,L,5,16,10,18,2,0,,,,503,
CZ4E,2014,338,5,1215,L,17,24,13,30,2,1,,,,980,
CZ4E,2014,338,6,1345,L,10,48,28,39,6,2,,,,4222,
CZ4E,2014,338,7,1425,L,28,28,18,39,3,3,,,,1583,
CZ4E,2014,338,8,1820,L,5,37,35,32,5,3,,,,4068,
CZ4E,2014,338,9,1890,L,5,35,33,37,6,5,,,,3628,
CZ4E,2014,338,10,1915,L,35,59,45,39,12,6,,,,8341,
CZ4E,2014,338,11,1955,L,10,20,10,20,2,0,,,,628,
CZ4E,2014,338,12,1990,L,10,20,10,25,1,0,,,,628,
CZ4E,2014,338,13,2020,L,10,20,15,26,3,1,,,,942,
CZ4E,2014,338,14,2090,L,10,12,10,25,1,0,,,,377,
CZ4E,2014,338,15,2260,L,30,64,32,38,6,11,,,,6434,
CZ4E,2014,338,16,2380,L,20,58,28,37,8,11,,,,5102,
CZ4E,2014,338,17,2655,L,5,18,16,15,2,0,,,,905,
CZ4E,2014,338,18,3170,L,15,43,20,43,4,4,,,,2702,
CZ4E,2014,338,19,3330,L,10,48,30,31,7,5,,,,4524,
CZ4E,2014,338,20,3380,L,5,20,20,25,1,0,,,,1257,
CZ4E,2014,338,21,3520,L,10,20,10,20,1,0,,,,628,
CZ4E,2014,338,22,3620,L,10,54,20,50,5,4,,,,3393,
CZ4E,2014,345,1,725,L,10,16,14,16,1,0,,,,704,
CZ4E,2014,345,2,770,L,10,10,10,24,1,0,,,,314,
CZ4E,2014,345,3,880,L,15,29,26,30,6,0,,,,2369,
CZ4E,2014,345,4,915,L,22,35,28,34,5,2,,,,3079,
CZ4E,2014,345,5,970,L,10,22,10,27,2,2,,,,691,
CZ4E,2014,345,6,1255,L,5,37,29,39,6,1,,,,3371,
CZ2A,2017,0,0,0,L,0,0,0,0,0,0,,,,0,
CZ2A,2017,9,0,0,L,0,0,0,0,0,0,,,,0,
CZ2A,2017,18,0,0,L,0,0,0,0,0,0,,,,0,
CZ2A,2017,27,0,0,L,0,0,0,0,0,0,,,,0,
CZ2A,2017,36,0,0,L,0,0,0,0,0,0,,,,0,
CZ2A,2017,45,0,0,L,0,0,0,0,0,0,,,,0,
CZ2A,2017,54,0,0,L,0,0,0,0,0,0,,,,0,
CZ2A,2017,63,0,0,L,0,0,0,0,0,0,,,,0,
CZ2A,2017,72,0,0,L,0,0,0,0,0,0,,,,0,
CZ2A,2017,81,0,0,L,0,0,0,0,0,0,,,,0,
CZ2A,2017,90,0,0,L,0,0,0,0,0,0,,,,0,
CZ2A,2017,99,0,0,L,0,0,0,0,0,0,,,,0,
CZ2A,2017,108,0,0,L,0,0,0,0,0,0,,,,0,
CZ2A,2017,117,0,0,L,0,0,0,0,0,0,,,,0,
CZ2A,2017,126,0,0,L,0,0,0,0,0,0,,,,0,
CZ2A,2017,135,0,0,L,0,0,0,0,0,0,,,,0,
CZ2A,2017,144,1,500,L,50.9,50.9,58.5,21,6,7,,,,9354,browsed
CZ2A,2017,153,1,2485,L,15,15,27.5,16,2,0,,,,1296,
CZ2A,2017,162,1,2420,L,60,60,57.2,34,10,10,,,,10782,browsed
CZ2A,2017,162,2,2482,L,20,20,18.5,16,1,1,,,,1162,browsed
CZ2A,2017,162,3,2520,L,-,-,-,-,-,-,,,,0,germinate
CZ2A,2017,162,4,2927,L,-,-,-,-,-,-,,,,0,germinate
CZ2A,2017,162,5,2964,L,17.5,17.5,45,22.5,2,1,,,,2474,browsed
CZ2A,2017,162,6,3155,L,28,28,45,19,6,1,,,,3958,browsed
CZ2A,2017,162,7,3403,L,-,-,-,-,-,-,,,,0,germinate
CZ2A,2017,162,8,4105,L,29.5,29.5,26,23.5,11,7,,,,2410,browsed
CZ2A,2017,162,9,4652,L,27.5,27.5,32.5,26,3,1,,,,2808,browsed
CZ2A,2017,162,10,4851,L,35,35,35,67,5,3,,,,3848,browsed
CZ2A,2017,171,1,3545,L,28,28,31,13,5,0,,,,2727,
CZ2A,2017,180,1,4345,L,26,26,20,22.5,3,2,,,,1634,browsed
CZ2A,2017,180,2,4716,L,12.5,12.5,11.5,9.5,2,0,,,,452,
CZ2A,2017,180,3,4776,L,31,31,31,28.5,7,3,,,,3019,browsed
CZ2A,2017,180,4,4780,L,8,5,2.5,5,1,0,,,,39,
CZ2B,2017,0,1,127,L,13.5,35,18,25.5,2,2,,,,1979,browsed and observed lab KBB M
CZ2B,2017,0,2,165.2,L,22.5,40.5,34,17.5,8,2,,,,4326,browsed
CZ2B,2017,0,3,1859,L,22,28,44.8,20.9,10,2,,,,3941,browsed
CZ2B,2017,0,4,1896,L,51.5,68.5,75.5,29.5,25,25,,,,16247,browsed
CZ2B,2017,7,1,0,L,24.5,83,73.5,59.9,41,33,,,,19165,browsed
CZ2B,2017,7,2,53,L,65,76.5,89,25.7,26,18,,,,21389,browsed
CZ2B,2017,7,3,346,L,3,19,20,15.5,1,0,,,,1194,browsed
CZ2B,2017,14,0,-,-,-,-,-,-,-,-,,,,0,browsed
CZ2B,2017,21,0,-,-,-,-,-,-,-,-,,,,0,browsed
CZ2B,2017,28,0,-,-,-,-,-,-,-,-,,,,0,browsed
CZ2B,2017,35,0,-,-,-,-,-,-,-,-,,,,0,browsed
CZ2B,2017,42,1,1459,L,71.8,70,85,36,30,6,,,,18692,browsed
CZ2B,2017,42,2,1532,L,57,57,80.5,35,64,5,,,,14415,browsed
CZ2B,2017,42,3,1617,L,68,90.5,90,35,88,13,,,,25588,browsed
CZ2B,2017,49,1,682,L,19,32.5,17,11,2,1,,,,1736,browsed
CZ2B,2017,49,2,1168,L,21.5,28.5,31.8,20.5,8,3,,,,2847,browsed
CZ2B,2017,49,3,1218,L,15,18.5,22,8,5,0,,,,1279,browsed
CZ2B,2017,49,4,1333,L,11.8,11.8,16.5,16.5,2,1,,,,612,browsed
CZ2B,2017,49,5,1467,L,5,56.5,58.5,41.5,14,4,,,,10383,browsed
CZ2B,2017,49,6,1572,L,33.5,49.5,59.5,26,23,7,,,,9253,browsed
CZ2B,2017,49,7,1594,L,5.5,28,36.9,20.9,6,3,,,,3246,browsed
CZ2B,2017,49,8,1600,L,12.5,12.5,19.5,16.4,3,3,,,,766,browsed
CZ2B,2017,49,9,1697,L,35.5,38,33,32,4,4,,,,3939,browsed
CZ2B,2017,49,10,2151,L,18,20,21.8,20.8,2,1,,,,1370,browsed
CZ2B,2017,49,11,2211,L,21.5,62,65,30.5,12,15,,,,12660,browsed
CZ2B,2017,56,0,-,-,-,-,-,-,-,-,,,,0,browsed
CZ2B,2017,63,0,-,-,-,-,-,-,-,-,,,,0,browsed
CZ2B,2017,70,0,-,-,-,-,-,-,-,-,,,,0,browsed
CZ2B,2017,77,0,-,-,-,-,-,-,-,-,,,,0,browsed
CZ2B,2017,84,1,1566,L,10.3,52.5,48,27.6,16,11,,,,7917,browsed
CZ2B,2017,91,0,-,-,-,-,-,-,-,-,,,,0,browsed
CZ2B,2017,98,1,2770,L,30,53.5,45,22,10,5,,,,7563,browsed
CZ2B,2017,98,2,2856,L,14.7,54,54.5,25.5,10,8,,,,9245,browsed
CZ2B,2017,105,1,1388,L,29.2,29.5,41.5,25.5,9,7,,,,3846,browsed
CZ2B,2017,105,2,1445,L,18,28.5,47.1,20.5,4,4,,,,4217,browsed
CZ2B,2017,105,3,1466,L,14.5,26,36.5,31,2,5,,,,2981,browsed
CZ2B,2017,105,4,1512,L,7.7,16,18.5,22.3,2,0,,,,930,browsed
CZ2B,2017,105,5,1527,L,54.1,68,69,29.5,33,26,,,,14740,browsed
CZ2B,2017,105,6,1635,L,39.5,41.5,58,31.5,14,9,,,,7562,browsed
CZ2B,2017,105,7,1969,L,43.7,59,101,29.5,58,17,,,,18720,browsed
CZ2B,2017,105,8,2032,L,28,28.5,28,26.1,3,3,,,,2507,
CZ2B,2017,105,9,2294,L,37.1,52.5,51.5,22.5,8,8,,,,8494,
CZ2B,2017,112,0,-,-,-,-,-,-,-,-,,,,0,
CZ2B,2017,119,0,-,-,-,-,-,-,-,-,,,,0,
CZ2B,2017,126,0,-,-,-,-,-,-,-,-,,,,0,
CZ2B,2017,133,1,2123,L,34.7,49.2,29,33.1,3,3,,,,4482,
CZ2B,2017,140,1,2063,L,23.4,61.5,38.1,29.2,9,11,,,,7361,
CZ2B,2017,140,2,2236,L,57.6,57.6,81.1,22.8,15,6,,,,14675,
CZ2B,2017,140,3,2350,L,38.1,62.3,60.9,22.4,13,10,,,,11919,
CZ2B,2017,140,4,2394,L,13,13,28.6,18.6,2,2,,,,1168,
CZ2B,2017,147,1,2000,L,56.1,58,32.9,29.3,14,10,,,,5995,
CZ2B,2017,154,1,1368,L,57.6,65.8,44,26,7,6,,,,9095,
CZ2B,2017,154,2,1400,L,15,42.5,67,32.1,9,9,,,,8945,
CZ2B,2017,154,3,1453,L,67.5,67.5,69.6,35.4,9,23,,,,14759,
CZ2B,2017,154,4,1618,L,29,33.5,37,37.9,8,6,,,,3894,
CZ2B,2017,154,5,1650,L,49.5,51,80,36.8,23,20,,,,12817,
CZ2B,2017,154,6,1749,L,12.4,34.1,47,30.4,4,4,,,,5035,
CZ2B,2017,154,7,1898,L,8.6,76.7,74.5,25.8,24,19,,,,17951,
CZ2B,2017,154,8,3405,L,69.4,76,76,42.8,34,14,,,,18145,
CZ2B,2017,161,1,1174,L,61.2,76,86,38.2,40,42,,,,20533,
CZ2B,2017,161,2,1224,L,23.5,27,49,25.5,6,6,,,,4156,
CZ2B,2017,161,3,1270,L,20,47,41,33,10,8,,,,6054,
CZ2B,2017,161,4,1368,L,20.5,24,35.3,25.9,4,4,,,,2661,
CZ2B,2017,161,5,1389,L,11,21.1,29.4,23,2,2,,,,1949,
CZ2B,2017,161,6,1427,L,5,8,9.8,7.5,1,0,,,,246,seedling
CZ2B,2017,161,7,1622,L,2,5,4.5,8.2,1,0,,,,71,seedling
CZ2B,2017,161,8,1831,L,28,51,60,30.4,11,11,,,,9613,
CZ2B,2017,161,9,1872,L,17.5,22.4,33,27,5,3,,,,2322,
CZ2B,2017,161,10,2132,L,16.2,20,43.5,30.1,3,3,,,,2733,
CZ2B,2017,161,11,2187,L,50,92.5,124.5,41,35,37,,,,36178,
CZ2B,2017,161,12,2573,L,16.4,22.1,8.5,11.8,4,0,,,,590,seedling
CZ2B,2017,168,1,1138,L,112,148,95,50,104,76,,,,44169,
CZ2B,2017,168,2,1315,L,3,6,4,4.5,1,0,,,,75,germinate
CZ2B,2017,168,3,1366,L,3,5,4,7,1,0,,,,63,germinate
CZ2B,2017,168,4,1895,L,10,25,17,18.5,2,0,,,,1335,seedling
CZ2B,2017,168,5,1954,L,0.7,8,8.7,10,1,0,,,,219,seedling
CZ2B,2017,168,6,1956,L,7.6,44,29.5,35,5,6,,,,4078,
CZ2B,2017,168,7,1979,L,46,46,42,25,7,4,,,,6069,
CZ2B,2017,168,8,2035,L,23,34,23,26,8,4,,,,2457,
CZ2B,2017,168,9,2375,L,45,45,25.3,27,7,4,,,,3577,
CZ2B,2017,168,10,2448,L,51,51,34,24,7,4,,,,5447,browse
CZ2B,2017,168,11,2474,L,13.5,56,42,17,13,5,,,,7389,
CZ2B,2017,175,1,1237,L,21,25,25,21,4,2,,,,1963,
CZ2B,2017,182,1,911,L,9,21.5,20,23,3,1,,,,1351,
CZ2B,2017,182,2,964,L,14.5,40.8,34,30,6,6,,,,4358,
CZ2B,2017,182,3,1410,L,32.5,45,30,21,10,4,,,,4241,
CZ2B,2017,182,4,1551,L,4,60,41,34,6,5,,,,7728,
CZ2B,2017,182,5,1587,L,24.2,33,15,20,3,3,,,,1555,
CZ2B,2017,182,6,1735,L,24.5,70,101,37,21,17,,,,22210,
CZ2B,2017,189,1,2048,L,1.5,57,65,43,22,17,,,,11639,
CZ2B,2017,189,2,2063,L,5,45,68,35.5,14,8,,,,9613,
CZ2B,2017,196,1,1896,L,44,44,32.5,26,5,4,,,,4492,
CZ2B,2017,196,2,1987,L,11.5,16.5,17.6,10,2,0,,,,912,seedling
CZ2B,2017,196,3,2121,L,16.3,37,47.6,31,7,3,,,,5533,
CZ2B,2017,196,4,2141,L,33,39.2,22.6,35,6,3,,,,2783,
CZ2B,2017,196,5,2206,L,35,43.1,35,32.2,6,6,,,,4739,
CZ2B,2017,196,6,2265,L,10.4,39.2,48,26,7,4,,,,5911,
CZ2B,2017,203,1,2419,L,56.5,58.2,37.8,35,10,1,,,,6911,
CZ2B,2017,203,2,2542,L,6,67.2,54,31,9,3,,,,11400,
CZ2B,2017,203,3,3038,L,10.7,10.7,8.5,10,1,0,,,,286,seedling
CZ2B,2017,203,4,3342,L,4.5,22.4,22.4,18,5,0,,,,1576,seedling
CZ2B,2017,210,1,1640,L,5.6,31,31,20,2,1,,,,3019,
CZ2B,2017,210,2,1800,L,39,39,49.6,31,11,8,,,,6077,
CZ2B,2017,210,3,2926,L,21.1,21.1,12.3,13,3,0,,,,815,seedling
CZ2B,2017,217,1,1472,L,6,66.3,52.8,36,19,21,,,,10997,
CZ2B,2017,217,2,1753,L,33,51.5,85,36.3,18,13,,,,13752,
CZ2B,2017,217,3,1915,L,56.4,56.4,45.3,25.4,20,18,,,,8026,
CZ2B,2017,224,1,1357,L,24.4,33,29.6,17.7,8,5,,,,3069,
CZ2B,2017,224,2,1618,L,42.3,50.2,60.1,35.3,14,12,,,,9478,
CZ2B,2017,231,1,949,L,11,27.8,30,16,3,0,,,,2620,seedling
CZ2B,2017,231,2,1014,L,50.5,58.5,38,36.2,9,8,,,,6984,
CZ2B,2017,238,0,-,-,-,-,-,-,-,-,,,,0,
CZ2B,2017,245,0,-,-,-,-,-,-,-,-,,,,0,
CZ2B,2017,252,0,-,-,-,-,-,-,-,-,,,,0,
CZ2B,2017,259,0,-,-,-,-,-,-,-,-,,,,0,
CZ2B,2017,266,0,-,-,-,-,-,-,-,-,,,,0,
CZ2B,2017,273,1,5324,L,2.2,9.7,13.8,11,1,0,,,,421,seedling
CZ2B,2017,280,1,5190,L,12.4,29,39.6,41,2,1,,,,3608,
CZ2B,2017,280,2,5453,L,58.1,58.1,56.2,21,22,0,,,,10258,
CZ2B,2017,280,3,5565,L,48.3,81,56,32,17,5,,,,14250,
CZ2B,2017,280,4,5814,L,35.2,45.3,57.7,22.9,12,5,,,,8211,
CZ3A,2017,0,0,-,-,-,-,-,-,-,-,,,,0,
CZ3A,2017,10,0,-,-,-,-,-,-,-,-,,,,0,
CZ3A,2017,20,0,-,-,-,-,-,-,-,-,,,,0,
CZ3A,2017,30,1,552,L,28.5,28.5,18,13.2,2,0,,,,1612,
CZ3A,2017,30,2,562,L,24.8,27,22.2,12.4,2,0,,,,1883,
CZ3A,2017,30,3,574,L,10.2,38.9,33.5,23.5,12,2,,,,4094,browsed
CZ3A,2017,30,4,584,L,9,48,33.6,25.7,9,6,,,,5067,browsed
CZ3A,2017,30,5,585,L,17,13.9,14.8,21.3,2,0,,,,646,
CZ3A,2017,30,6,613,L,16.4,21.5,12.9,21,2,0,,,,871,
CZ3A,2017,30,7,626,L,6.5,6.5,6.5,6,1,1,,,,133,
CZ3A,2017,30,8,655,L,29,30.3,30.3,20.5,4,1,,,,2884,
CZ3A,2017,30,9,652,L,50.2,71,39.5,21.8,35,11,,,,8810,browsed
CZ3A,2017,40,1,40,L,21.5,34.6,34,30.5,3,2,,,,3696,
CZ3A,2017,40,2,56,L,15.5,25.4,21,31.5,5,5,,,,1676,browsed
CZ3A,2017,40,3,58,L,4,14.7,18.3,23.5,3,3,,,,845,
CZ3A,2017,40,4,71,L,17.4,28,25.5,29,2,2,,,,2243,
CZ3A,2017,40,5,84,L,1.7,8.2,20.6,10,2,0,,,,531,
CZ3A,2017,40,6,85.1,L,12.3,12.3,17,12.7,3,0,,,,657,
CZ3A,2017,40,7,85.9,L,10,31.2,35,37,3,4,,,,3431,
CZ3A,2017,40,8,95,L,5,62,63,40,18,16,,,,12271,
CZ3A,2017,40,9,110,L,18.5,18.6,18.6,21,2,0,,,,1087,
CZ3A,2017,40,10,113,L,13.8,18.8,19.6,22,3,1,,,,1158,
CZ3A,2017,40,11,124,L,9,26.8,37.7,40,4,4,,,,3174,
CZ3A,2017,40,12,132,L,1.5,27,16,29,3,2,,,,1357,
CZ3A,2017,40,13,134,L,21,21,18.5,23.5,2,2,,,,1220,
CZ3A,2017,40,14,136,L,23,44,48.5,33.5,5,3,,,,6704,
CZ3A,2017,40,15,139,L,13,13,16.5,43,1,1,,,,674,
CZ3A,2017,40,16,141,L,17,31,37,37,3,3,,,,3603,
CZ3A,2017,40,17,166,L,4,58,53.8,36.5,10,10,,,,9803,
CZ3A,2017,40,18,215,L,27.5,39.6,36.1,35,5,3,,,,4491,
CZ3A,2017,40,19,367,L,9.5,21.5,37,29.5,2,2,,,,2499,browsed
CZ3A,2017,40,20,411,L,5,5.5,12.5,10,1,0,,,,216,
CZ3A,2017,40,21,422,L,18,44,49,25,15,2,,,,6773,browsed
CZ3A,2017,40,22,425,L,15,15,19,21,2,1,,,,895,
CZ3A,2017,40,23,444,L,16.5,16.5,20,16,3,1,,,,1037,browsed
CZ3A,2017,40,24,449,L,14.5,24,20,18,2,0,,,,1508,browsed
CZ3A,2017,40,25,452,L,5.5,13.5,11.5,12,1,0,,,,488,
CZ3A,2017,40,26,528,L,3.7,17.6,26,17,3,1,,,,1438,browsed
CZ3A,2017,40,27,531,L,15,15,18,22,2,0,,,,848,browsed
CZ3A,2017,40,28,533,L,11.5,27,18.5,15,3,1,,,,1569,browsed
CZ3A,2017,40,29,572,L,6,6,9,15,1,1,,,,170,
CZ3A,2017,40,30,681,L,45,65.5,46,27,22,9,,,,9465,browsed
CZ3A,2017,50,1,4.3,L,31,35,40,29,14,11,,,,4398,
CZ3A,2017,50,2,12,L,14.3,50,43.8,42,7,6,,,,6880,browsed
CZ3A,2017,50,3,23,L,29,46,44,36,12,12,,,,6358,
CZ3A,2017,50,4,33,L,13,21,11.5,32,2,2,,,,759,
CZ3A,2017,50,5,36,L,27.5,29,20,27.3,5,3,,,,1822,
CZ3A,2017,50,6,64,L,9,36,35.5,39.3,3,2,,,,4015,
CZ3A,2017,50,7,74,L,25,13,9,16,1,1,,,,368,
CZ3A,2017,50,8,87,L,6.2,23,19.6,21,3,1,,,,1416,
CZ3A,2017,50,9,125,L,5,8,15,12,1,0,,,,377,
CZ3A,2017,50,10,152,L,5,12,6,4,1,0,,,,226,
CZ3A,2017,50,11,163,L,5.5,18,15,27.4,1,1,,,,848,
CZ3A,2017,50,12,203,L,13.2,31,22.7,14.5,3,0,,,,2211,
CZ3A,2017,50,13,217,L,13,42,29,28,9,6,,,,3826,browsed
CZ3A,2017,50,14,224,L,1.5,31.7,48,27,5,5,,,,4780,browsed
CZ3A,2017,50,15,253,L,27.5,32.5,54,27,12,2,,,,5513,
CZ3A,2017,60,1,122,L,19,22,19.4,30,4,3,,,,1341,
CZ3A,2017,60,2,135,L,3,12,8,15,1,1,,,,302,
CZ3A,2017,60,3,138,L,30.5,30.5,41,45,5,6,,,,3928,
CZ3A,2017,60,4,148,L,26,45,41,31,8,4,,,,5796,
CZ3A,2017,60,5,161,L,48,56,43,46,26,21,,,,7565,
CZ3A,2017,60,6,191,L,10,25,22,23,2,2,,,,1728,
CZ3A,2017,60,7,197,L,14,30,36,21,6,1,,,,3393,
CZ3A,2017,60,8,204,L,34,32,44,35.5,7,6,,,,4423,browsed
CZ3A,2017,60,9,238,L,54,54,25,37,9,7,,,,4241,
CZ3A,2017,60,10,241,L,35,35,31.5,22,11,6,,,,3464,browsed
CZ3A,2017,60,11,251,L,23,23,22,17,3,1,,,,1590,
CZ3A,2017,60,12,255,L,6,46.5,49,25,12,7,,,,7158,browsed
CZ3A,2017,60,13,257,L,7.5,16,20.5,21,1,1,,,,1030,
CZ3A,2017,60,14,262,L,13,22.5,39,34,4,3,,,,2757,
CZ3A,2017,60,15,277,L,7,10.5,7,25.7,1,1,,,,231,
CZ3A,2017,60,16,279,L,13,35.5,29,32,6,7,,,,3234,
CZ3A,2017,60,17,296,L,8,35,37,28,6,3,,,,4068,browsed
CZ3A,2017,70,1,11,L,20,20,41,26.2,2,2,,,,2576,browsed
CZ3A,2017,70,2,14,L,19,22,28.8,22.5,3,2,,,,1990,browsed
CZ3A,2017,70,3,30,L,17.5,19,18.5,24,2,1,,,,1104,browsed
CZ3A,2017,70,4,32,L,11.5,20,21,90,2,0,,,,1319,browsed
CZ3A,2017,70,5,41,L,16,17.8,18.6,11,1,0,,,,1040,browsed
CZ3A,2017,70,6,43,L,8,17.5,16.5,8.4,1,1,,,,907,browsed
